blueWins,blueWardsPlaced,blueWardsDestroyed,blueFirstBlood,blueKills,blueDeaths,blueDragons,blueHeralds,blueTowersDestroyed,blueTotalMinionsKilled,blueTotalJungleMinionsKilled,blueGoldDiff,redWardsPlaced,redWardsDestroyed,redDragons,redHeralds,redTowersDestroyed,redTotalMinionsKilled,redTotalJungleMinionsKilled
1,20,1,1,11,2,1,0,0,237,52,5525,12,2,0,0,0,211,52
0,12,2,0,6,7,0,0,0,223,44,17,13,2,1,0,0,175,61
0,17,4,0,14,11,0,1,0,201,58,2782,92,1,1,0,0,157,36
0,13,1,0,9,7,0,0,0,182,34,-58,14,2,1,0,0,228,37
0,109,2,0,0,5,0,0,0,213,60,-2637,36,6,1,0,0,248,52
1,18,2,1,6,2,0,1,0,268,48,3206,15,4,0,0,0,225,52
1,13,1,0,14,2,1,0,0,200,56,4531,12,2,0,0,0,211,60
0,11,2,1,3,3,1,0,0,199,56,-2083,13,1,0,0,1,236,44
1,33,4,0,1,3,0,0,0,234,60,-1327,18,1,1,0,0,241,50
1,17,1,1,9,9,1,0,0,194,47,359,39,2,0,0,0,197,56
1,19,1,1,3,5,0,1,0,223,41,-2272,12,2,1,0,0,220,84
1,14,3,1,8,10,1,0,0,229,54,-680,15,2,0,0,0,243,41
0,14,1,1,7,5,1,0,0,202,48,482,12,0,0,0,0,225,60
0,15,0,1,7,12,1,1,0,185,50,-3268,17,3,0,0,0,206,55
1,89,3,1,7,5,1,0,0,220,51,1902,54,6,0,0,0,193,60
0,16,3,0,0,6,0,0,0,195,48,-3784,13,2,1,0,0,222,60
1,15,2,0,10,3,0,0,0,230,36,2474,13,4,0,0,0,230,51
0,22,4,1,2,11,0,0,0,218,52,-3678,22,3,1,0,0,246,52
0,17,3,1,8,2,0,0,0,241,49,2537,17,1,1,0,0,234,54
1,14,2,1,6,4,1,0,0,203,56,1490,14,2,0,0,0,216,39
0,15,0,0,5,9,1,0,0,199,56,-3840,12,2,0,1,0,239,76
1,16,3,1,9,3,1,0,0,185,44,1377,21,2,0,0,0,232,51
1,22,8,1,7,2,1,0,0,246,50,4957,50,2,0,0,0,182,45
0,13,1,0,5,7,0,0,0,245,40,-1337,85,1,1,1,0,245,60
1,45,2,0,2,6,0,0,0,203,48,-2871,19,5,1,0,0,243,59
0,13,3,0,3,3,0,0,0,230,51,-1271,37,3,0,0,0,264,52
1,29,10,0,2,5,0,0,0,243,68,-1163,42,2,0,1,0,246,51
0,18,1,1,7,9,0,0,0,170,36,-833,16,2,0,1,0,230,44
0,10,4,0,3,10,0,0,0,215,44,-2686,184,1,1,0,0,212,43
1,15,0,1,4,1,1,0,0,232,71,486,20,4,0,0,0,242,64
1,14,5,1,4,2,0,0,0,264,56,1441,14,2,0,0,0,211,43
0,16,3,0,7,5,0,0,0,228,42,192,18,2,1,1,0,234,56
0,16,1,0,7,1,0,1,0,234,68,3462,10,0,1,0,0,205,60
0,20,4,1,5,8,0,0,0,238,55,-892,18,1,1,0,0,206,44
1,20,4,1,10,6,1,1,1,214,56,3290,13,3,0,0,1,214,40
1,38,2,0,5,4,0,0,0,234,47,254,15,2,1,0,0,205,63
0,39,0,0,6,8,0,0,0,193,50,-1823,13,1,1,0,0,234,63
1,16,1,1,3,2,0,1,1,215,42,962,14,1,1,0,0,261,65
0,14,2,1,3,7,1,0,0,210,50,-2478,15,2,0,0,0,231,60
1,39,3,0,3,5,0,0,0,246,57,-99,16,1,0,0,0,234,48
1,17,3,1,3,8,0,0,0,192,36,-2003,19,5,0,0,0,195,43
0,13,2,1,4,4,0,1,0,254,52,316,15,1,1,0,0,237,57
0,16,3,1,7,6,0,0,0,200,47,-908,21,3,0,0,0,227,52
0,17,2,0,5,11,0,0,0,214,39,-1943,60,3,1,0,0,216,45
1,16,3,0,8,11,0,0,0,227,43,-1548,20,7,1,1,0,225,58
0,15,6,0,2,7,0,0,0,211,47,-1966,18,1,1,0,0,217,64
1,27,7,0,5,4,1,0,0,221,46,-169,23,4,0,0,0,235,50
0,88,1,0,4,11,0,0,0,169,65,-1587,14,2,1,0,0,221,40
0,15,14,0,1,2,1,0,0,241,55,-355,39,4,0,0,0,232,56
1,15,2,1,5,4,0,0,0,195,40,-1576,15,2,1,0,0,259,48
0,15,2,1,5,3,0,0,0,206,51,482,39,4,0,1,0,235,54
1,14,2,1,8,7,1,0,0,223,55,938,10,1,0,1,0,204,52
0,15,3,0,1,4,0,0,0,229,81,-360,13,5,1,0,0,213,46
1,13,1,1,6,8,0,0,0,217,40,-1973,14,1,0,0,0,236,60
1,16,0,1,10,4,0,1,1,242,44,4864,15,4,0,0,0,204,44
1,12,4,0,7,2,1,0,0,244,49,2543,17,2,0,0,0,204,59
1,19,3,1,6,10,0,1,0,196,42,-2296,16,5,1,0,0,243,45
0,13,2,1,6,4,0,0,0,216,57,954,16,3,1,0,0,216,44
0,12,0,0,5,4,0,1,1,225,40,1063,14,1,1,0,0,231,55
1,13,6,1,13,3,1,0,2,225,36,7404,14,0,0,0,0,169,50
1,18,2,1,8,3,1,0,0,242,65,3642,38,6,0,0,0,179,34
1,20,3,1,6,7,0,0,0,199,45,-847,14,4,1,0,0,227,46
1,17,1,0,4,5,0,0,0,238,76,376,19,4,1,1,0,215,52
0,20,4,1,5,6,1,1,0,195,44,-1469,17,3,0,0,0,238,46
0,22,1,1,2,0,0,1,0,215,53,1295,16,4,1,0,0,230,51
0,51,2,0,5,7,0,0,0,170,60,-1243,18,0,1,0,0,219,37
1,16,1,0,4,11,1,0,0,219,48,-3426,18,6,0,0,0,227,48
1,19,1,1,11,5,0,0,0,236,64,2455,12,3,0,0,0,226,43
1,16,1,0,7,2,0,0,0,233,62,1926,51,1,0,0,0,219,73
0,16,0,0,2,7,1,0,0,210,56,-2865,13,3,0,0,0,248,60
0,16,5,1,6,7,1,0,0,209,28,-1154,21,1,0,0,0,207,44
1,16,3,0,7,8,0,0,0,191,25,-1860,14,4,1,0,0,211,32
1,13,2,1,8,5,1,0,0,226,48,2331,14,5,0,0,0,193,36
1,17,3,0,1,1,0,0,0,229,55,-444,19,4,0,1,0,247,55
0,16,1,0,5,9,1,0,0,187,48,-3014,23,5,0,0,0,252,49
1,13,4,1,8,2,0,0,0,223,56,4377,14,3,0,0,0,220,48
1,15,2,1,6,1,0,0,0,236,56,2030,18,1,0,0,0,252,69
1,14,4,0,4,3,0,0,0,266,56,884,15,2,1,0,0,236,36
0,17,3,0,6,11,0,0,0,219,49,-1406,15,1,0,0,0,195,67
0,13,2,0,5,9,0,0,0,175,36,-4259,23,2,1,0,0,246,60
1,15,5,1,6,2,1,0,0,252,53,3909,15,2,0,0,0,219,37
1,18,3,1,9,7,1,0,0,238,44,2339,13,3,0,0,0,220,39
0,10,3,0,3,6,0,1,0,202,60,-1187,72,1,1,0,0,219,53
1,38,1,1,6,8,0,0,0,198,38,-1314,17,2,1,0,0,215,48
1,16,4,1,10,8,0,0,0,200,64,123,29,3,0,1,1,226,46
0,15,0,0,6,10,0,0,0,192,36,-2964,16,1,1,1,0,208,56
0,13,0,0,4,13,0,0,0,196,60,-7089,16,0,0,0,1,237,55
0,18,1,1,8,3,0,0,0,238,44,2534,11,3,0,0,0,223,60
0,13,3,0,3,13,0,0,0,178,46,-6966,24,3,0,1,1,246,44
0,13,4,0,5,12,0,0,0,212,47,-3283,16,2,0,0,0,194,56
0,17,3,1,4,11,0,0,0,214,54,-3460,17,5,1,0,0,233,56
0,20,2,1,8,7,0,1,0,207,41,10,19,6,0,0,0,241,48
1,15,3,0,7,3,0,1,0,242,61,2207,15,3,1,0,0,219,68
0,18,3,0,4,10,0,0,0,204,44,-2310,17,3,1,0,0,220,56
0,11,3,1,7,4,1,1,0,230,57,1456,15,2,0,0,0,220,60
1,16,2,1,6,7,0,1,1,218,40,1446,38,1,1,0,0,212,45
0,20,1,0,6,12,0,0,0,205,60,-4561,11,1,1,0,0,271,60
0,20,3,1,12,10,1,0,0,168,29,-612,14,5,0,0,0,171,52
0,41,2,0,2,5,0,0,0,220,45,-1979,16,13,1,0,0,186,68
1,14,6,1,10,6,0,0,0,203,52,1484,33,3,0,0,0,216,56
0,14,4,1,9,4,0,0,0,225,65,3252,15,3,1,0,0,201,62
1,12,4,0,5,8,1,0,0,206,52,-1051,18,2,0,0,0,206,48
1,20,3,0,6,9,1,0,0,209,26,-2018,17,4,0,0,0,169,57
1,12,4,1,9,8,0,0,0,207,48,1462,39,4,0,0,0,165,39
1,16,4,0,4,12,0,0,0,218,44,-3401,18,2,1,1,0,219,40
1,13,1,0,2,6,0,0,0,239,44,-1645,28,1,1,0,0,245,47
0,17,0,1,4,3,0,1,0,227,56,929,13,5,1,0,0,205,67
0,16,5,0,3,9,0,0,0,221,55,-2450,18,3,0,0,0,233,40
0,16,0,1,8,10,0,0,0,209,41,-293,16,2,1,0,0,211,57
1,14,2,1,10,1,0,0,0,199,54,4545,15,1,0,0,0,195,46
1,32,1,1,7,6,1,1,0,221,68,597,15,3,0,0,0,226,57
1,19,4,1,9,7,0,0,0,211,40,1975,19,6,0,0,0,210,38
0,26,0,0,14,8,1,0,0,196,56,1693,16,3,0,0,0,214,43
0,36,4,0,5,5,0,1,0,218,62,-985,22,2,1,0,0,262,61
1,15,1,1,14,5,1,1,1,231,56,7427,9,1,0,0,0,129,47
1,13,2,1,10,8,0,0,0,203,63,1018,12,1,1,0,0,201,38
0,18,1,0,4,7,1,0,0,206,35,-1857,17,4,0,0,0,214,53
0,12,1,0,5,13,0,0,0,215,52,-3438,19,3,1,0,0,222,52
0,15,4,1,9,8,0,0,0,207,40,1579,10,3,0,0,0,209,36
0,20,1,0,1,5,1,0,0,203,56,-3071,15,2,0,1,1,242,56
0,20,2,1,8,6,0,0,0,229,43,1042,16,4,0,0,0,231,52
1,11,1,1,9,4,0,0,0,178,60,1871,14,0,0,0,0,227,40
0,14,4,0,3,4,0,0,0,256,58,-546,21,3,1,0,0,227,48
0,25,3,1,3,3,0,0,0,250,49,-528,19,6,1,0,0,259,55
0,18,2,0,6,8,0,0,0,190,45,-1780,17,3,0,1,0,229,43
0,16,6,1,4,3,1,0,0,223,56,-387,19,1,0,0,0,210,56
0,11,2,0,3,7,0,0,0,204,48,-2077,16,2,1,0,0,242,72
0,16,2,0,4,9,0,0,0,197,50,-1690,37,4,0,0,0,220,54
1,15,2,1,7,9,1,1,0,220,50,-987,18,2,0,0,0,206,44
1,15,3,0,4,12,0,0,0,225,68,-2902,53,3,1,0,0,231,56
1,19,1,0,4,10,0,0,0,209,29,-2923,16,2,1,1,0,232,53
0,17,2,1,5,4,1,0,1,225,52,1495,15,1,0,0,0,248,53
0,12,3,0,3,11,0,0,0,205,36,-4927,17,4,1,0,0,230,64
1,16,1,0,7,5,0,0,0,214,50,-18,17,1,0,0,0,229,45
0,13,1,0,2,6,0,0,0,238,60,-1045,14,2,1,1,0,205,64
0,59,4,1,5,9,1,0,0,204,40,-2212,17,4,0,0,0,215,60
1,18,1,1,7,6,0,0,1,210,52,1323,15,4,0,0,0,215,54
0,38,3,0,9,10,0,0,0,197,59,-220,14,0,0,0,0,186,63
1,36,3,1,3,0,0,0,0,239,60,2086,15,4,1,0,0,241,56
1,22,2,1,5,6,0,0,0,211,48,-828,14,4,0,0,0,206,34
1,23,4,1,13,6,0,0,0,264,48,4227,16,5,0,0,0,174,40
0,14,2,0,9,6,1,0,0,196,47,1177,16,4,0,0,0,232,37
0,40,7,0,6,7,1,1,1,221,48,263,28,3,0,0,0,206,48
0,21,1,0,3,3,0,0,0,243,61,-816,17,6,1,0,0,278,63
1,15,1,1,8,7,1,0,0,238,71,1097,16,2,0,0,0,224,40
1,36,3,1,7,5,0,0,0,210,60,1057,16,1,1,0,0,227,48
1,19,1,1,10,6,1,1,0,214,41,145,9,3,0,0,0,221,64
1,15,0,0,10,5,0,1,0,231,36,3559,9,4,0,0,0,189,55
0,38,2,0,6,10,0,0,0,205,54,-1726,20,3,1,0,0,238,46
1,15,1,0,1,4,1,0,0,238,60,-626,19,2,0,0,0,230,39
1,15,2,1,11,4,1,0,1,233,57,6529,11,1,0,0,0,161,60
1,16,3,1,12,6,1,1,1,229,60,7370,16,3,0,0,0,133,39
1,39,2,1,2,3,1,0,0,231,70,-419,16,9,0,1,0,241,53
0,16,4,0,3,3,0,0,0,217,56,-701,12,1,1,0,0,214,56
1,17,2,1,9,2,1,0,0,229,55,4279,13,2,0,0,0,239,44
1,42,5,1,8,6,1,0,0,205,42,-164,13,6,0,1,0,244,45
0,18,5,1,5,6,1,0,0,190,72,-882,19,3,0,0,0,253,40
0,18,3,0,3,7,0,0,0,224,50,-2283,47,2,1,0,0,259,62
1,81,0,0,4,4,1,0,0,244,52,-896,14,2,0,0,0,252,72
0,11,4,1,6,10,0,0,0,187,36,-3312,13,1,0,1,0,223,48
0,15,3,0,5,8,0,0,0,216,56,-505,36,1,0,1,0,193,71
0,16,4,0,3,7,1,0,0,199,36,-3388,21,4,0,0,0,256,52
1,41,1,1,10,7,0,0,0,208,45,1100,15,3,1,0,0,166,47
0,15,3,1,3,6,0,0,0,218,62,-1995,19,4,0,0,0,251,55
1,17,2,0,6,10,0,0,0,214,52,-1391,11,1,1,0,0,189,72
0,16,4,1,6,8,0,0,0,226,48,-810,17,4,0,0,0,234,48
0,16,0,0,5,8,0,0,0,215,42,-1769,17,4,1,0,0,185,81
0,16,3,0,6,3,1,1,0,232,44,1165,15,2,0,0,0,231,53
0,17,0,0,5,8,0,0,0,204,63,-2564,101,3,0,0,0,227,44
0,18,2,1,9,8,0,1,1,215,33,479,15,2,1,0,0,230,47
0,14,4,1,5,8,0,0,0,188,59,-2118,70,3,1,0,0,238,44
0,15,1,1,3,4,0,0,0,240,44,-729,35,0,0,0,0,250,44
0,18,1,1,6,15,0,0,0,171,44,-3719,42,3,1,0,0,216,48
1,15,2,0,8,8,0,1,0,228,49,-52,15,2,0,0,0,186,52
1,19,0,0,1,2,1,0,0,237,56,9,13,2,0,1,0,199,80
1,42,5,1,8,7,1,0,0,209,64,523,24,5,0,0,0,237,61
1,35,1,0,4,4,1,0,0,211,64,673,16,1,0,0,0,210,43
1,14,4,0,3,3,0,0,0,252,46,926,46,4,0,0,0,215,49
0,50,4,1,11,10,0,0,0,200,23,-400,41,5,1,0,0,211,69
1,33,3,1,3,0,0,0,0,276,61,1783,15,2,1,0,0,257,68
1,58,1,0,2,3,0,0,0,220,34,-1752,16,5,0,0,0,238,60
1,19,2,0,10,4,1,0,0,237,55,3517,13,4,0,0,0,211,48
1,16,21,0,4,4,0,0,0,190,43,-680,62,0,1,0,0,215,53
1,14,13,1,7,1,1,1,0,237,64,3021,37,0,0,0,0,214,44
1,12,1,1,6,7,1,1,0,213,58,-73,13,1,0,0,0,213,47
0,17,3,1,8,4,1,0,0,206,48,1577,17,3,0,0,0,214,48
0,14,3,0,2,5,0,0,0,226,59,-2116,16,5,0,1,0,237,80
1,14,2,1,11,5,0,0,0,190,47,2575,33,1,1,0,0,203,48
0,20,3,1,6,3,0,0,0,230,60,1886,15,5,0,0,0,230,48
0,18,1,0,2,11,0,0,0,187,59,-4659,15,9,1,0,0,225,44
1,10,3,0,5,7,0,0,0,247,48,-862,17,2,1,0,0,200,60
0,15,2,0,3,3,0,0,0,197,47,-360,23,1,0,1,0,209,56
1,15,3,1,4,5,1,1,0,225,58,460,14,5,0,0,0,218,54
1,16,4,1,8,5,1,0,0,235,68,1790,19,4,0,0,0,231,36
1,42,3,0,1,4,1,0,0,236,48,-1970,28,5,0,1,0,222,77
1,16,6,0,5,4,0,1,0,211,51,1073,17,2,1,0,0,225,50
1,48,0,1,3,7,0,0,0,214,48,-1725,17,5,1,0,0,242,48
1,16,1,1,12,6,0,0,0,199,40,2936,16,0,1,1,0,207,64
1,35,2,0,4,7,0,0,0,214,52,-2054,16,0,1,1,0,211,50
0,13,1,0,3,6,0,0,0,185,68,-2084,15,0,1,1,0,251,40
1,31,2,0,5,4,0,0,0,221,65,-394,16,1,0,0,0,230,46
0,15,1,0,1,9,0,0,0,206,48,-3366,15,3,1,0,0,205,45
1,65,2,1,9,2,1,1,0,236,48,4237,20,3,0,0,0,226,59
1,15,1,0,2,8,0,0,0,190,46,-3455,59,3,0,0,0,217,42
1,13,1,1,14,2,0,0,0,197,39,5578,18,1,0,0,0,179,48
0,103,2,1,5,5,0,0,0,219,36,-130,17,1,0,0,0,221,51
0,16,0,0,3,5,0,0,0,182,52,-2491,11,3,1,0,0,241,55
0,20,5,1,2,7,0,1,0,239,48,-2406,16,2,1,0,0,218,72
1,12,3,1,3,5,1,0,0,184,55,-2546,14,3,0,1,0,243,70
0,16,3,1,6,5,0,0,0,178,36,237,38,3,1,0,0,202,44
1,17,6,0,12,7,0,0,0,179,46,411,25,4,1,1,1,176,34
1,13,1,1,4,8,0,0,0,193,46,-1702,15,1,1,0,0,191,44
1,15,5,0,8,4,1,0,0,237,43,2170,14,2,0,0,0,218,44
0,18,4,1,6,6,0,0,0,193,55,-2064,36,5,0,0,0,242,60
0,16,6,0,4,5,1,0,0,225,40,-733,15,1,0,0,0,201,52
1,12,2,1,6,7,1,0,0,235,48,683,15,0,0,1,0,179,48
1,23,3,0,4,6,0,0,0,210,51,-946,19,4,1,0,0,229,40
0,17,3,1,5,4,0,0,0,205,65,512,14,6,0,0,0,218,61
1,17,1,0,12,7,0,0,0,189,46,686,27,2,0,0,0,208,63
0,13,0,0,8,10,0,1,0,180,42,-1611,13,3,1,0,0,188,53
1,38,5,0,11,8,0,0,0,232,34,811,15,13,0,0,0,222,40
1,15,3,1,14,8,1,1,1,250,57,5263,22,3,0,0,0,174,51
0,14,2,0,6,7,0,0,0,231,60,-249,16,4,1,0,0,203,60
1,21,4,0,13,8,1,0,0,225,39,2819,14,4,0,0,0,210,44
1,41,1,1,8,8,0,0,0,197,48,87,12,1,0,0,0,222,47
0,142,4,0,1,8,1,0,0,220,48,-3839,39,2,0,1,0,233,55
1,13,4,1,10,5,0,0,0,229,48,2824,15,2,0,0,0,214,44
0,24,3,0,5,7,1,0,0,186,60,-2159,15,1,0,0,0,227,47
1,42,3,0,6,6,0,0,0,250,56,326,16,14,0,0,0,219,72
0,20,1,0,6,12,0,0,0,171,50,-4775,13,4,1,0,0,237,52
0,16,3,0,5,13,0,0,0,214,35,-3811,14,2,1,0,0,210,59
0,42,2,1,5,3,1,0,0,187,72,896,17,2,0,0,0,227,54
1,14,2,0,5,6,0,0,0,197,45,-1218,16,2,1,1,0,239,64
0,16,0,0,3,10,0,0,0,195,52,-3089,14,2,1,0,0,219,48
0,17,3,0,1,5,0,0,0,245,49,-1277,20,3,1,1,0,223,60
1,35,3,1,14,3,1,0,0,229,51,5885,22,1,0,0,0,160,60
1,29,10,1,13,2,0,1,2,257,40,8977,61,1,0,0,0,161,52
1,14,2,0,4,6,0,0,0,215,54,-1050,13,0,0,0,0,213,52
0,17,1,1,5,5,0,0,0,237,64,-1599,13,2,1,1,1,248,60
1,14,1,0,4,7,0,0,0,222,56,-758,15,1,0,0,0,194,51
0,14,0,0,2,4,0,0,0,222,52,-1413,10,0,0,1,0,234,60
1,15,2,1,11,10,1,1,0,226,40,1011,17,2,0,0,0,187,52
0,16,1,1,7,4,0,0,0,219,38,428,13,1,1,0,0,234,45
1,37,4,1,8,4,0,0,0,250,56,3206,19,3,0,0,0,180,63
1,17,1,1,8,4,1,0,0,197,65,2135,17,2,0,0,0,205,40
0,38,3,0,8,12,0,0,0,217,36,-1302,146,3,1,0,0,199,36
1,15,3,0,4,4,0,0,0,266,51,565,19,4,1,0,0,238,56
1,39,3,1,7,4,0,0,0,217,81,1958,17,7,1,0,0,239,49
0,14,4,1,9,1,0,0,0,236,46,4257,14,3,0,0,0,204,53
1,15,1,1,10,9,1,0,0,190,44,1674,17,2,0,0,0,192,36
1,38,2,0,5,7,1,0,0,209,52,-928,19,2,0,0,0,237,56
0,17,1,1,7,6,0,0,0,218,44,-75,14,2,0,0,0,207,40
0,13,0,0,1,8,0,0,0,202,39,-4046,13,0,0,1,0,214,52
0,13,7,0,2,9,0,0,0,195,39,-4138,40,3,0,1,0,229,52
0,15,1,0,8,10,0,0,0,172,57,-3535,11,0,1,0,1,220,44
0,13,2,0,2,9,0,0,0,202,48,-4719,18,1,1,0,1,225,48
1,16,3,0,13,3,1,1,1,226,43,5900,16,2,0,0,0,179,45
0,17,3,1,6,2,1,0,0,227,56,1818,19,2,0,0,0,234,44
1,12,2,0,1,4,0,0,0,229,50,-3461,17,3,1,1,1,244,60
1,11,1,1,8,11,1,0,0,215,41,-1521,18,3,0,0,0,215,51
1,11,3,1,9,7,1,0,0,199,38,1328,16,0,0,0,0,188,56
1,17,3,0,9,6,0,0,0,181,34,911,20,5,1,0,0,182,50
1,16,4,1,8,4,0,1,0,233,55,2111,16,6,1,0,0,228,71
1,42,5,0,13,13,0,0,0,201,45,935,13,3,0,0,0,179,32
0,13,2,0,4,10,0,0,0,214,40,-3032,37,3,1,1,0,215,52
1,22,7,1,8,7,1,0,0,202,61,-425,17,8,0,0,0,264,54
1,24,6,0,10,8,0,0,0,240,52,2365,41,2,0,0,0,211,40
1,90,7,0,7,4,1,0,0,233,59,3140,16,5,0,1,0,201,52
1,15,4,0,5,5,0,0,0,215,43,-779,29,3,0,0,0,235,71
1,15,1,1,10,7,1,0,0,200,62,1690,38,2,0,0,0,162,42
1,39,3,0,6,2,1,1,0,188,68,1433,18,2,0,0,0,215,51
1,18,4,0,7,4,1,0,1,253,53,3466,25,2,0,1,0,222,42
1,21,2,1,10,4,1,1,0,212,42,1947,22,5,0,0,0,219,49
1,14,1,1,13,2,1,1,1,246,48,6624,14,2,0,0,0,185,51
1,20,5,1,8,2,1,0,0,194,55,2659,39,2,0,0,0,201,37
1,15,7,1,11,3,1,0,1,221,52,6275,15,0,0,0,0,187,40
1,18,3,1,9,6,1,1,0,208,68,1369,19,3,0,0,0,216,48
1,13,2,1,9,7,0,1,0,183,40,422,15,2,1,0,0,200,64
0,12,1,0,4,7,0,0,0,216,56,-2281,16,2,1,0,0,244,48
1,36,7,1,10,6,1,1,0,232,47,1722,20,5,0,0,0,211,44
0,19,4,0,4,4,1,0,0,186,71,-1595,21,1,0,0,0,253,64
1,17,6,0,4,6,1,0,0,222,52,-730,19,1,0,0,0,213,64
1,23,4,1,8,9,0,1,0,212,52,-1168,55,2,1,0,0,229,54
1,14,4,1,9,4,0,0,0,208,40,2546,15,2,0,0,0,211,50
0,35,1,0,5,6,0,0,0,228,44,-839,16,4,1,1,0,239,88
0,18,2,0,3,8,0,0,0,230,48,-2317,17,4,1,1,0,223,44
0,20,6,1,6,5,0,1,0,216,44,-904,86,6,0,0,0,257,47
0,18,4,0,7,10,0,0,0,224,36,-673,44,6,1,0,0,199,42
1,34,18,1,9,4,1,0,0,239,68,4444,39,1,0,0,0,209,48
0,14,0,0,7,6,0,0,0,229,43,-1243,67,1,0,0,0,194,56
1,14,5,1,5,9,0,1,0,218,39,-2078,20,5,0,0,0,205,51
0,17,3,1,8,9,1,0,1,194,48,-952,19,1,0,1,0,214,55
0,18,1,0,5,9,0,0,0,195,56,-2132,17,3,0,0,0,215,42
0,20,1,0,5,5,1,0,0,203,68,-1015,13,6,0,1,0,256,52
0,19,3,1,7,4,0,1,0,204,44,517,16,3,1,0,0,234,60
1,19,2,0,5,9,0,0,0,220,45,-2222,15,1,1,0,0,225,40
1,14,2,0,5,6,1,0,0,216,52,-208,14,4,0,0,0,221,48
0,53,1,0,3,6,0,0,0,200,49,-2513,15,0,0,0,0,246,70
1,18,1,1,4,4,0,1,0,215,57,-601,16,1,1,0,0,249,71
1,14,0,0,7,4,1,0,0,221,55,1753,19,3,0,0,0,213,45
0,13,2,1,2,3,1,0,0,202,55,-751,13,2,0,0,0,239,60
1,15,5,1,7,6,0,1,0,241,51,1430,18,2,1,0,0,173,54
1,16,1,1,5,6,1,0,0,228,43,-469,19,5,0,0,0,229,56
1,17,7,1,9,7,1,0,0,188,44,-1099,46,7,0,0,0,232,40
1,16,2,0,12,5,0,0,1,200,64,5553,16,2,1,0,0,149,46
1,14,6,1,9,4,0,0,0,204,56,2091,79,3,0,0,0,227,48
0,17,4,0,4,8,1,0,0,228,59,-1951,19,4,0,0,0,236,42
1,16,1,1,6,6,1,0,0,211,60,96,15,2,0,0,0,203,48
0,18,2,0,9,6,0,0,0,219,43,1762,16,2,0,1,0,202,40
1,17,1,1,8,2,0,1,0,233,50,3082,48,3,0,0,0,222,45
1,66,6,1,9,3,1,0,0,189,40,2608,25,1,0,0,0,172,43
0,16,2,1,5,3,0,0,0,204,28,-1460,13,2,0,0,0,231,59
1,17,1,1,11,3,1,0,0,232,49,3784,15,1,0,0,0,209,57
0,15,2,1,10,12,0,0,0,202,44,-2053,17,1,1,1,0,214,55
0,14,3,0,4,7,0,0,0,198,41,-2020,18,2,0,0,0,246,55
0,16,0,0,8,6,1,0,0,224,56,1137,12,4,0,0,0,220,68
0,16,3,1,6,8,0,0,0,204,34,-1561,17,1,0,0,0,213,48
0,16,6,0,1,4,0,0,0,268,60,-598,17,3,1,1,0,238,78
0,14,0,0,7,9,0,0,0,181,36,-1829,14,2,1,0,0,212,52
1,56,3,1,11,4,1,0,0,215,44,2036,16,2,0,0,0,188,56
1,12,0,1,8,10,1,0,0,203,43,-1381,14,0,0,0,0,221,60
1,22,5,1,12,7,1,0,0,210,56,2247,17,6,0,0,0,205,38
1,13,3,1,5,5,1,0,0,227,62,-800,15,3,0,0,0,243,46
0,14,0,1,6,6,0,0,0,188,44,-826,12,1,0,1,0,237,36
1,17,3,1,11,3,1,0,0,204,55,4280,17,1,0,0,0,202,48
0,14,2,1,9,9,1,0,0,200,35,-973,17,2,0,0,0,214,54
1,37,2,1,8,4,1,0,0,206,71,1970,14,2,0,0,0,234,43
1,19,2,0,3,6,0,1,0,195,52,-1858,17,1,1,0,0,225,52
0,16,3,0,8,11,0,0,0,201,40,-1867,15,5,1,0,0,190,52
1,16,2,1,7,9,1,1,0,192,32,-684,13,2,0,0,0,187,54
1,18,3,1,4,9,0,0,0,225,44,-3056,43,5,1,0,0,221,68
0,16,0,1,4,10,0,0,0,181,43,-4330,23,2,0,0,0,228,44
1,16,4,0,11,13,0,0,0,178,50,-1348,19,2,1,0,0,210,50
1,30,3,0,8,6,0,0,0,238,47,1800,12,2,1,0,0,192,48
0,16,1,1,6,5,0,0,0,222,50,509,14,4,1,0,0,231,56
0,16,5,0,7,4,0,0,0,233,48,1883,16,2,0,0,0,212,62
0,24,2,1,8,8,0,0,0,209,44,894,15,2,0,0,0,187,44
0,18,4,0,6,10,1,0,0,206,45,-3060,18,8,0,0,0,238,48
0,16,2,0,7,9,0,0,0,188,39,-3370,20,2,0,1,0,250,52
0,15,4,1,6,5,1,0,0,191,43,-452,16,5,0,0,0,206,56
1,14,4,1,8,5,1,0,0,253,52,1790,25,1,0,0,0,237,47
0,16,5,1,2,1,0,1,0,227,56,790,19,2,1,0,0,217,68
1,18,3,1,7,5,1,0,0,215,64,545,16,1,0,1,1,218,44
1,42,6,0,7,1,0,1,0,257,56,3518,20,12,1,0,0,239,47
1,16,2,1,5,4,1,1,0,226,64,780,32,2,0,0,0,226,52
0,13,3,1,3,2,1,0,0,206,53,-758,31,2,0,0,0,249,57
1,55,5,1,17,6,0,0,0,194,51,4565,23,5,1,0,0,202,32
0,55,2,1,9,6,1,0,0,206,56,726,15,3,0,0,0,229,52
0,14,1,1,4,4,0,0,0,207,44,-1254,38,1,1,1,0,249,48
0,13,3,0,3,7,0,0,0,210,64,-1207,22,1,0,0,0,215,44
0,31,1,1,3,4,0,1,1,263,52,1167,15,1,1,0,0,214,72
0,17,5,1,1,3,0,0,0,266,45,-179,14,4,1,0,0,240,46
