blueWins,blueFirstBlood,blueKills,blueDeaths,blueDragons,blueHeralds,blueTowersDestroyed,blueGoldDiff,redDragons,redHeralds,redTowersDestroyed,blueKDA,redKDA,visionControlDiff,CSDiff
1,1,5,3,1,0,0,1236,0,0,0,4.0,1.8,4.833333333333333,6
1,0,5,7,0,1,0,-1254,0,0,0,2.142857142857143,3.6,-3.0,54
1,1,1,2,1,0,0,337,0,0,0,1.0,4.0,-5.5,27
0,0,6,4,0,0,0,-745,1,0,0,3.0,1.1666666666666667,-1.9999999999999996,-55
1,0,2,8,1,0,0,-2524,0,0,0,0.5,7.0,0.0,-17
1,0,14,9,1,0,0,2685,0,0,0,3.3333333333333335,1.1428571428571428,-2.25,-10
1,0,9,10,0,0,0,-621,0,0,0,1.6,2.2222222222222223,-6.5,7
0,0,7,7,0,0,0,-335,0,0,0,2.5714285714285716,1.8571428571428572,63.0,-20
1,0,5,6,1,0,0,-773,0,1,0,1.6666666666666667,2.8,36.333333333333336,28
0,0,5,7,1,0,0,-2060,0,0,0,2.4285714285714284,2.6,-3.0,-45
1,1,5,7,0,1,0,-2497,1,0,0,1.4285714285714286,3.2,-7.333333333333333,-55
0,0,3,6,0,0,0,-2958,1,0,0,0.6666666666666666,3.3333333333333335,-18.25,-64
1,0,7,4,1,0,0,-30,0,0,0,3.0,1.2857142857142858,11.0,4
1,0,3,2,0,0,0,207,0,0,0,3.0,1.0,5.5,-48
0,0,12,5,1,0,0,1442,0,0,0,5.2,0.75,0.75,-12
0,1,5,6,0,1,1,2215,0,0,0,2.0,3.8,-3.25,56
0,0,4,13,0,0,0,-4486,0,0,0,0.46153846153846156,5.25,-5.0,-30
1,0,4,3,1,0,0,-434,0,0,0,1.6666666666666667,1.75,-2.0714285714285716,-7
0,0,5,5,0,0,0,-717,0,0,0,1.4,1.8,-83.0,0
0,1,10,3,0,1,0,4312,1,0,0,8.0,0.4,20.333333333333336,17
0,0,5,4,1,0,0,980,0,0,0,3.0,1.8,3.75,-3
1,1,8,4,1,0,0,2898,0,0,0,4.25,1.0,-19.0,53
0,0,3,5,0,0,0,-1799,1,0,0,1.4,4.333333333333333,6.2,-18
0,1,8,9,0,0,0,304,1,0,0,1.8888888888888888,1.5,-3.0,-9
1,0,6,4,1,0,0,354,0,0,0,2.25,1.3333333333333333,-3.0,15
0,1,8,8,0,1,0,124,1,0,0,1.375,2.25,22.0,16
0,0,3,7,1,0,0,-4531,0,1,1,0.7142857142857143,5.0,7.0,-42
0,0,5,7,0,1,1,1000,1,0,0,1.4285714285714286,2.8,-6.0,37
1,0,11,10,1,0,0,878,0,0,0,2.8,1.9090909090909092,0.5,44
0,0,4,9,0,0,0,-2564,0,0,0,1.3333333333333333,4.75,10.076923076923077,-32
1,1,8,5,1,0,0,1890,0,0,0,4.2,1.25,-17.666666666666664,18
0,1,5,3,0,0,0,497,0,0,0,3.3333333333333335,1.2,24.0,-33
1,1,8,6,0,0,0,2537,1,0,0,2.8333333333333335,1.5,2.9047619047619047,33
0,1,6,7,1,0,0,-1640,0,1,0,1.4285714285714286,2.5,16.666666666666668,-49
1,1,9,3,0,0,0,1351,1,0,0,6.666666666666667,1.0,30.166666666666668,-47
0,1,6,5,1,0,0,850,0,0,0,2.8,1.5,0.8000000000000003,31
1,0,8,2,1,0,0,2865,0,0,0,11.5,0.625,4.0,-9
1,1,7,3,1,0,0,2176,0,0,0,4.666666666666667,0.8571428571428571,24.0,22
0,1,5,9,1,0,0,-1678,0,0,0,1.0,2.8,195.0,0
1,1,5,0,1,0,0,2234,0,0,0,9.0,0.0,0.0,-7
1,1,7,8,1,1,0,290,0,0,0,1.875,3.0,-5.0,16
1,0,6,9,0,0,0,-1607,1,0,0,1.4444444444444444,3.6666666666666665,3.5,1
1,0,7,5,0,0,0,753,1,0,0,2.8,1.5714285714285714,5.1,4
0,0,6,4,0,0,0,239,1,0,0,3.0,1.1666666666666667,2.166666666666667,-3
1,0,9,6,1,0,0,2976,0,0,0,3.5,1.3333333333333333,1.666666666666667,51
1,1,10,2,1,1,0,5616,0,0,0,9.0,0.4,0.75,91
0,0,4,8,0,0,0,-2404,0,0,0,0.875,4.0,4.5,-19
1,1,8,6,0,0,0,2125,1,0,0,3.3333333333333335,1.375,17.5,-6
1,1,7,5,1,0,0,450,0,1,0,2.8,1.4285714285714286,-1.5833333333333335,-24
1,1,6,7,0,0,0,-172,1,0,0,1.4285714285714286,2.8333333333333335,1.666666666666666,29
0,0,2,9,0,0,0,-4267,1,1,0,0.3333333333333333,7.0,-10.5,-55
1,0,4,3,0,1,0,-185,1,0,0,3.3333333333333335,1.0,-6.666666666666667,-34
1,1,6,2,0,0,0,2094,0,0,0,5.0,0.8333333333333334,-0.16666666666666696,44
1,0,6,8,0,1,1,302,1,0,0,1.5,2.3333333333333335,-21.75,-42
0,0,7,7,1,0,0,102,0,0,0,2.4285714285714284,2.142857142857143,-8.6,20
1,0,8,6,0,0,0,370,1,0,0,2.8333333333333335,1.5,-12.5,-2
0,0,5,6,1,0,0,-1177,0,0,0,1.8333333333333333,2.0,1.5,-4
0,0,5,13,1,0,0,-3180,0,0,0,0.8461538461538461,5.4,-29.8,-2
0,0,4,6,0,0,0,-3045,0,0,0,1.3333333333333333,4.25,-1.333333333333333,-58
0,0,14,11,0,0,0,2049,1,1,0,2.5454545454545454,1.5714285714285714,-44.583333333333336,-2
1,1,4,6,1,0,0,-1323,0,0,0,1.1666666666666667,2.75,2.533333333333333,7
1,1,8,4,0,1,0,2392,0,0,0,3.5,0.625,-3.333333333333333,8
1,0,9,7,1,0,0,262,0,0,0,3.4285714285714284,1.7777777777777777,-2.666666666666667,-59
0,0,6,6,0,0,0,423,1,1,0,1.6666666666666667,2.3333333333333335,-1.166666666666667,12
1,0,10,5,0,0,0,1810,0,1,0,4.0,0.9,-7.0,6
1,0,6,7,1,0,0,-89,0,0,0,2.0,3.3333333333333335,-35.333333333333336,35
1,1,11,4,1,0,0,4481,0,0,0,6.0,0.7272727272727273,-7.0,27
0,0,2,9,0,0,0,-4446,1,0,0,0.3333333333333333,9.5,2.0,-41
1,1,3,3,0,0,0,324,1,1,0,2.3333333333333335,2.0,3.5,12
0,0,5,7,0,0,0,-1517,0,0,0,1.1428571428571428,3.0,-26.1,-17
1,1,3,2,1,0,0,2063,0,0,0,4.5,2.6666666666666665,3.0,50
0,0,4,11,0,0,0,-3019,1,0,0,0.7272727272727273,5.75,1.0,-6
0,1,6,7,0,0,0,-399,1,0,0,1.1428571428571428,1.8333333333333333,-2.083333333333333,-4
1,0,2,2,1,0,0,-1999,0,0,0,1.5,2.5,-7.5,-66
1,1,10,2,1,0,0,3158,0,0,0,14.0,0.5,8.5,10
0,0,2,4,0,0,0,647,1,0,0,1.25,4.5,-1.5999999999999996,22
0,0,3,9,1,0,0,-2034,0,0,0,0.7777777777777778,8.666666666666666,-5.9,13
0,0,6,9,0,0,0,299,0,1,0,1.3333333333333333,2.6666666666666665,2.0,3
0,1,5,5,0,1,0,-1335,1,0,0,1.8,3.0,12.0,-39
1,0,6,3,1,0,0,1589,0,0,0,4.333333333333333,0.8333333333333334,0.0,2
0,0,4,9,1,0,0,-2627,0,1,0,0.8888888888888888,3.25,-4.0,-24
1,0,8,10,0,0,0,-1579,1,0,0,1.6,2.25,-4.833333333333334,-59
1,0,6,6,1,1,0,366,0,0,0,2.3333333333333335,2.1666666666666665,2.5,-28
0,1,7,4,1,1,0,1177,0,0,0,4.25,1.4285714285714286,8.0,24
0,0,7,7,1,0,0,-2,0,0,0,1.8571428571428572,1.7142857142857142,7.5,6
0,0,4,13,0,0,0,-6139,0,0,0,0.5384615384615384,6.25,-25.333333333333332,-56
1,0,3,4,1,0,0,-987,0,0,0,1.75,2.6666666666666665,-6.0,-41
0,0,10,13,1,0,0,42,0,0,0,1.1538461538461537,2.7,-7.333333333333333,26
0,1,5,7,1,0,1,-265,0,0,0,1.5714285714285714,2.0,9.666666666666668,-46
0,0,4,8,1,0,0,-2489,0,0,0,1.375,4.0,-5.666666666666666,-32
1,1,6,3,1,0,0,2032,0,0,0,3.6666666666666665,1.0,-6.642857142857142,29
0,0,6,3,0,0,0,-136,0,0,0,3.0,1.0,0.25,-37
0,1,8,10,0,0,0,-1825,1,0,0,1.9,3.0,-4.0,-51
1,0,7,7,0,0,0,-191,1,0,0,1.5714285714285714,2.857142857142857,5.0,-4
1,1,6,2,1,0,0,1792,0,1,0,8.0,0.6666666666666666,1.666666666666667,-30
1,1,8,6,1,1,0,70,0,0,0,3.1666666666666665,1.875,7.25,-8
0,1,7,12,1,0,0,-1469,0,0,0,1.25,3.142857142857143,9.333333333333334,8
0,0,5,16,0,0,0,-6185,1,0,1,0.4375,7.2,4.095238095238096,-4
1,1,10,4,1,0,0,2962,0,0,0,5.25,0.5,-1.0,35
1,0,5,9,0,0,0,-2538,1,0,0,1.0,3.4,3.7142857142857144,-13
0,0,1,2,1,0,0,99,0,0,0,1.0,7.0,3.5,30
1,1,8,3,1,0,0,2510,0,0,0,6.0,0.75,15.4,-12
1,0,6,6,1,0,0,1408,0,0,0,2.0,2.0,-8.5,7
0,1,9,3,0,0,0,2917,0,0,0,7.666666666666667,0.4444444444444444,-2.25,-16
0,1,6,5,1,0,0,-537,0,0,0,1.6,1.6666666666666667,-4.0,-18
0,1,4,8,0,0,0,-3590,1,0,0,1.125,4.25,5.0,-69
1,1,10,4,1,0,0,3026,0,0,0,4.75,0.5,-32.0,26
0,0,5,8,0,0,0,-1195,1,0,0,1.5,2.8,-0.25,-30
0,0,4,4,0,0,0,-814,0,1,0,1.5,2.0,3.25,-9
0,1,9,8,0,0,0,67,1,0,0,2.625,1.4444444444444444,4.166666666666667,-53
0,0,5,10,0,0,0,-2527,1,0,0,1.0,3.6,-9.0,-29
0,1,6,8,0,0,0,-44,1,0,0,1.375,3.0,0.0,41
1,0,1,2,0,1,0,262,1,0,0,1.0,5.0,15.285714285714285,42
0,0,6,7,0,0,0,-1599,0,0,0,2.2857142857142856,3.1666666666666665,4.466666666666667,-8
0,1,8,9,0,0,0,-206,0,0,0,1.7777777777777777,1.75,7.0,-4
0,1,5,6,1,1,0,-27,0,0,0,1.6666666666666667,2.6,-3.25,17
0,1,5,11,0,0,0,-1213,0,0,0,0.9090909090909091,5.0,-47.0,61
0,1,4,7,1,0,0,-1933,0,0,0,1.2857142857142858,2.5,7.666666666666668,-56
1,1,8,8,0,1,0,342,1,0,0,2.125,2.0,5.666666666666664,0
0,0,5,10,0,0,0,-943,1,0,0,1.0,4.6,-34.666666666666664,18
0,0,2,4,0,0,0,-1021,0,0,0,0.5,3.0,81.0,-1
0,0,4,5,0,1,0,-1367,0,0,0,1.2,2.75,-2.0,13
0,0,5,7,0,1,0,-47,1,0,0,1.1428571428571428,3.4,-2.5,3
0,0,1,4,0,0,0,-1769,0,0,1,0.5,8.0,6.0,14
0,0,2,7,0,0,0,-2954,0,1,0,0.5714285714285714,5.0,6.199999999999999,-34
1,0,8,2,0,0,0,2877,1,0,0,11.5,0.375,-1.166666666666667,-4
1,1,10,3,1,0,1,5656,0,0,0,7.666666666666667,0.4,0.0,11
1,0,10,4,1,0,0,3668,0,1,0,5.75,0.7,-7.357142857142858,55
0,1,7,9,1,1,0,1,0,0,0,1.4444444444444444,2.142857142857143,-12.8,27
1,0,7,6,1,0,1,2294,0,0,0,1.8333333333333333,1.7142857142857142,0.0,41
1,0,2,4,1,0,0,-940,0,0,0,0.75,3.5,-17.5,-12
1,0,9,3,0,0,0,2828,1,0,0,6.0,0.5555555555555556,-0.8000000000000003,-14
1,1,6,8,0,0,0,1091,0,0,0,1.5,3.0,-4.199999999999999,82
0,1,6,8,0,0,0,-1237,0,0,0,1.75,3.5,2.833333333333333,-8
1,0,3,8,1,1,0,-2658,0,0,0,1.0,5.666666666666667,-35.0,-29
0,0,4,7,0,0,0,-3152,1,0,0,1.2857142857142858,3.5,-4.5,-47
1,1,9,6,0,0,0,4242,0,0,0,3.5,1.3333333333333333,30.5,65
0,1,6,5,0,0,0,598,1,0,0,2.0,1.6666666666666667,-10.0,-7
0,0,7,13,0,0,0,-2787,1,1,0,1.0,3.2857142857142856,2.0,-98
0,0,6,10,0,0,0,-2650,1,0,0,0.8,3.3333333333333335,6.0,5
0,1,7,8,0,0,0,-692,1,0,0,1.375,2.0,4.916666666666667,-44
0,1,5,6,0,0,0,-667,1,1,0,1.8333333333333333,3.0,1.3333333333333335,6
0,1,5,5,0,1,0,803,1,0,0,2.0,2.2,-0.25,27
0,0,3,11,0,0,0,-3619,1,0,0,0.5454545454545454,6.666666666666667,-7.166666666666666,-56
0,0,9,4,0,0,0,3002,1,1,0,5.5,1.1111111111111112,5.0,8
0,1,3,10,0,0,0,-3607,1,0,0,0.8,7.333333333333333,1.666666666666667,-57
0,0,6,6,0,0,0,-958,1,1,0,2.0,2.0,-61.0,-23
1,0,8,5,1,1,1,2892,0,0,0,2.8,1.25,6.666666666666667,10
1,1,5,5,1,1,0,-997,0,0,0,1.4,2.4,-5.5,8
1,0,6,6,1,0,0,472,0,0,0,2.3333333333333335,2.1666666666666665,0.5,25
0,0,1,3,1,0,0,-465,0,0,0,0.6666666666666666,6.0,48.0,14
1,0,7,8,0,1,0,23,0,0,0,1.25,2.2857142857142856,5.0,26
0,0,9,2,0,1,0,3422,1,0,0,9.0,0.5555555555555556,-6.0,12
1,1,9,2,1,0,0,3350,0,0,0,13.5,0.4444444444444444,4.666666666666667,-5
1,1,3,3,1,0,0,1316,0,0,0,2.0,2.3333333333333335,-10.0,39
0,1,7,6,0,0,0,91,0,0,0,2.1666666666666665,1.5714285714285714,4.666666666666666,-14
0,0,1,12,0,0,0,-5338,0,1,0,0.16666666666666666,25.0,-3.166666666666667,-51
1,0,5,5,0,0,0,-343,1,0,0,1.2,2.0,8.666666666666668,25
0,0,5,5,1,0,0,874,0,0,0,2.0,2.0,2.75,20
0,1,3,4,1,0,0,-468,0,0,0,1.75,2.3333333333333335,3.0,-2
1,1,6,5,0,1,0,1401,1,0,0,2.6,1.8333333333333333,0.583333333333333,34
1,1,6,2,0,0,0,2781,0,0,0,6.5,0.6666666666666666,-1.4,33
1,1,5,3,1,1,1,1051,0,0,0,3.6666666666666665,2.4,-4.0,-28
0,0,2,19,0,0,0,-10329,1,0,1,0.10526315789473684,17.5,-2.0,-123
1,1,5,9,1,0,0,-2864,0,0,0,1.1111111111111112,3.4,2.066666666666667,-60
1,0,8,4,1,0,0,241,0,0,0,3.5,1.25,0.75,-14
0,1,8,6,0,1,1,1479,1,0,0,2.5,1.5,9.8,-17
0,1,7,7,1,0,0,-1425,0,0,0,1.8571428571428572,1.8571428571428572,0.5,-42
1,0,4,12,0,0,0,-4559,1,0,0,1.0,8.5,-13.0,-47
0,0,8,5,1,1,0,1280,0,0,0,4.0,1.25,9.166666666666668,-40
0,1,5,7,0,0,0,-707,0,0,0,1.2857142857142858,3.6,-12.5,4
1,1,7,6,1,0,0,620,0,0,0,2.8333333333333335,1.4285714285714286,3.833333333333333,32
1,0,6,7,0,0,0,1224,1,1,0,1.8571428571428572,1.8333333333333333,-0.5,9
0,0,7,9,0,0,0,-2691,1,0,0,1.4444444444444444,2.5714285714285716,0.0,-71
1,1,8,3,1,0,0,3039,0,0,0,6.0,0.75,0.0,19
1,1,8,9,0,0,0,381,0,0,0,1.8888888888888888,2.25,3.25,43
1,1,1,1,1,1,0,305,0,0,0,3.0,2.0,2.0,21
1,0,2,2,1,0,0,-1767,0,0,0,3.0,2.5,-4.583333333333333,-47
0,0,9,8,0,0,0,-1261,0,0,0,1.5,1.8888888888888888,-3.0,-30
1,1,9,4,0,0,1,5619,1,0,0,5.0,1.0,-2.5,69
1,1,13,4,1,0,0,6445,0,0,0,7.25,0.6153846153846154,8.6,62
1,1,9,4,0,0,0,1463,0,0,0,4.25,0.8888888888888888,-7.5,2
1,1,11,3,0,0,0,2639,0,0,0,5.0,0.45454545454545453,8.5,-8
1,1,8,3,0,0,0,3454,1,0,0,7.0,0.75,30.333333333333332,2
0,0,5,9,0,0,0,-1828,0,1,0,0.8888888888888888,5.2,-3.0,-11
0,1,7,13,0,0,0,-2168,1,0,0,1.0,3.142857142857143,-1.666666666666667,-6
1,1,6,7,0,1,0,-112,0,0,0,1.2857142857142858,2.6666666666666665,-3.166666666666667,6
0,1,7,2,0,1,0,4003,0,0,0,8.5,0.42857142857142855,36.8,22
0,1,11,11,0,0,0,175,1,0,0,2.4545454545454546,2.272727272727273,0.0,-54
1,1,6,2,1,0,0,2275,0,0,0,5.5,0.6666666666666666,-0.9523809523809526,36
1,1,4,3,1,0,0,1301,0,0,0,1.6666666666666667,2.25,-1.0,44
1,1,10,0,1,0,0,7577,0,0,0,24.0,0.0,1.5499999999999998,51
1,0,10,4,0,1,2,6161,1,0,0,4.75,1.0,13.0,107
1,1,10,9,1,1,0,664,0,0,0,2.4444444444444446,1.8,2.916666666666667,0
0,0,3,6,0,1,0,-3079,1,0,0,0.6666666666666666,3.3333333333333335,-1.75,-39
0,0,3,9,0,0,0,-4651,1,0,0,0.6666666666666666,5.666666666666667,-8.0,-70
0,0,2,7,0,0,0,-4011,1,1,0,0.42857142857142855,6.5,0.5,-71
1,1,5,10,0,0,0,-2698,1,1,0,1.1,3.6,-4.0,-33
0,0,0,4,0,1,0,-1769,1,0,0,0.0,10.0,-11.0,-11
0,0,6,5,1,0,0,-166,0,0,0,3.4,1.5,10.285714285714285,-27
0,1,1,7,0,0,0,-3521,1,0,0,0.42857142857142855,15.0,-2.0,-72
1,1,3,0,1,0,0,611,0,0,0,3.0,0.0,14.2,9
0,1,2,13,0,0,0,-4511,1,0,0,0.23076923076923078,15.5,-13.0,-8
1,1,2,7,0,0,0,-1157,1,0,0,0.5714285714285714,8.0,2.0,39
1,1,7,2,0,0,0,3295,0,0,0,7.5,0.7142857142857143,-9.333333333333332,25
1,1,9,3,0,1,0,3090,1,0,0,7.333333333333333,0.5555555555555556,-3.166666666666667,12
1,1,7,3,0,0,0,2388,1,0,0,4.333333333333333,0.7142857142857143,-27.0,10
0,1,4,4,0,0,0,-204,1,0,0,2.5,2.0,-4.0,-20
1,0,4,4,1,0,0,451,0,0,0,2.5,1.5,33.2,13
0,0,4,8,0,0,0,-2943,1,1,1,1.0,3.5,4.0,-21
1,1,8,8,0,0,0,1419,1,0,0,2.125,1.875,17.0,27
1,1,2,3,0,0,0,856,1,0,0,1.3333333333333333,4.5,-118.5,12
0,0,0,8,0,0,0,-5088,1,1,0,0.0,16.0,-0.16666666666666696,-53
0,0,8,11,0,1,0,-2247,0,0,0,1.5454545454545454,2.125,3.25,-50
1,1,11,2,0,0,0,3298,0,0,0,13.0,0.2727272727272727,-10.5,-44
1,0,8,7,0,1,0,744,0,0,0,2.0,1.75,-0.19999999999999973,28
1,0,6,4,0,0,0,2194,1,0,0,2.5,1.1666666666666667,-1.0,47
1,1,10,2,1,0,0,4865,0,0,0,7.5,0.6,-3.0,81
1,1,4,4,1,0,0,131,0,0,0,2.25,2.0,31.5,-2
0,0,3,12,0,0,0,-4921,1,0,0,0.3333333333333333,9.333333333333334,1.416666666666667,-59
0,0,7,8,0,0,0,-1502,1,1,0,1.625,2.7142857142857144,1.333333333333333,-25
1,1,7,7,1,0,0,389,0,1,0,1.7142857142857142,2.142857142857143,8.6,36
0,1,7,5,0,1,0,1792,1,0,0,3.0,1.8571428571428572,-7.333333333333334,6
0,0,2,4,0,0,0,-1122,1,0,0,0.75,2.5,-3.75,-26
1,1,5,4,1,0,0,1192,0,0,0,2.25,1.6,-1.416666666666667,14
1,1,3,5,0,0,0,-1161,0,0,0,1.2,4.333333333333333,-0.20000000000000018,-37
0,0,9,6,0,0,0,618,1,0,0,3.1666666666666665,1.4444444444444444,1.0,-38
0,1,8,8,0,0,0,-870,1,0,0,2.5,2.375,-0.8500000000000001,-40
0,1,5,6,0,1,0,-2099,1,0,0,1.3333333333333333,2.4,-1.0,-38
0,0,2,4,0,0,0,-1735,1,0,0,0.75,3.5,1.4999999999999996,-45
0,0,5,9,0,0,0,-5691,1,1,2,1.0,3.4,-8.5,-40
0,0,6,13,0,0,0,-3819,1,0,0,1.0,4.833333333333333,-3.0,-23
1,0,11,6,0,1,0,1926,1,0,0,3.8333333333333335,1.2727272727272727,12.11111111111111,62
0,1,8,8,1,0,0,-1884,0,0,0,2.0,1.5,-8.333333333333332,-85
1,0,8,7,0,0,0,703,1,0,0,1.8571428571428572,1.625,155.25,6
1,1,7,6,0,0,0,-521,1,0,0,2.3333333333333335,2.4285714285714284,-9.0,-30
1,1,2,1,1,0,0,711,0,0,0,5.0,1.0,1.666666666666667,0
1,1,6,3,1,0,0,736,0,0,0,3.3333333333333335,1.1666666666666667,0.666666666666667,13
1,0,11,3,1,0,0,2685,0,0,0,8.333333333333334,0.6363636363636364,-0.5499999999999998,-13
0,1,5,7,1,0,0,31,0,0,0,1.2857142857142858,2.8,36.333333333333336,6
0,1,10,10,0,0,1,1060,1,0,0,1.8,2.1,-31.5,32
1,1,12,5,1,0,0,3473,0,0,0,5.2,0.9166666666666666,12.0,22
1,1,6,3,0,0,0,1913,1,0,0,5.333333333333333,1.0,-2.333333333333333,-9
1,1,7,6,0,0,0,707,0,0,0,3.1666666666666665,1.8571428571428572,3.166666666666667,7
1,1,9,5,1,1,0,2227,0,0,0,2.4,1.0,15.0,39
0,0,6,10,1,0,0,-2901,0,0,0,1.4,3.0,6.5,-35
0,0,5,4,0,0,0,1161,1,0,0,2.25,1.4,30.0,21
0,0,4,8,0,1,0,-1845,1,0,0,1.375,5.5,49.5,10
0,0,4,5,1,0,0,-502,0,0,0,1.6,3.0,-2.666666666666667,-12
0,0,6,10,0,1,0,-1530,1,0,0,1.1,3.3333333333333335,3.333333333333333,-17
0,1,8,11,0,0,0,-2118,1,0,0,1.3636363636363635,2.5,-4.0,-36
1,0,4,4,1,0,0,-893,0,0,1,2.25,2.0,-8.5,12
0,1,9,8,1,1,0,253,0,0,0,2.375,1.5555555555555556,-4.0,-42
1,1,9,0,1,0,0,5344,0,0,0,16.0,0.0,25.666666666666668,19
0,0,4,5,0,1,0,-326,1,0,0,1.8,3.5,15.2,6
1,1,13,6,0,0,0,2663,1,0,0,4.0,0.8461538461538461,3.5,0
1,1,5,8,1,0,0,-1399,0,0,0,1.125,3.0,2.75,-9
0,0,6,7,1,1,0,-903,0,0,0,1.8571428571428572,2.5,5.0,4
0,0,4,7,1,0,0,-2134,0,1,0,0.8571428571428571,3.75,-2.5,1
1,1,6,0,1,0,0,3781,0,0,0,14.0,0.0,3.25,2
1,1,2,4,1,0,0,-611,0,0,0,0.75,3.5,-11.0,-19
1,1,8,2,0,0,0,2603,1,0,0,8.0,0.25,0.666666666666667,-23
1,1,4,4,0,0,0,-1348,0,1,0,1.75,2.5,-15.25,-21
0,0,6,11,0,0,0,-2468,1,0,0,0.9090909090909091,3.3333333333333335,-13.266666666666667,-43
1,0,6,8,0,0,0,-518,1,1,0,1.5,1.8333333333333333,-4.0,24
0,1,6,4,0,0,0,752,1,0,0,3.0,1.6666666666666667,0.0,22
0,0,4,9,0,0,0,-1775,0,1,0,0.6666666666666666,3.75,-8.166666666666666,7
1,1,9,2,0,0,0,4232,0,0,0,10.0,0.2222222222222222,21.166666666666668,4
0,0,3,11,0,0,0,-4962,0,0,0,0.6363636363636364,8.333333333333334,2.0,-17
1,0,6,5,0,1,0,379,1,0,0,2.2,1.6666666666666667,13.0,8
0,0,6,6,0,0,0,-2006,0,0,0,1.5,1.8333333333333333,-4.8,-58
1,0,6,5,1,0,0,-1342,0,0,0,2.8,2.0,-3.75,-44
0,1,7,6,1,0,0,1037,0,0,0,2.6666666666666665,1.5714285714285714,-4.0,-10
0,1,5,4,1,1,0,1844,0,0,0,3.5,2.0,-6.0,24
1,1,6,2,1,0,0,3524,0,0,0,7.0,0.6666666666666666,3.333333333333333,59
0,0,7,2,0,0,0,2169,1,0,0,6.0,0.8571428571428571,-0.9333333333333331,-7
1,1,5,6,1,0,0,-1547,0,0,0,1.5,1.8,9.25,-28
1,1,6,4,1,0,0,1995,0,0,0,4.5,1.6666666666666667,1.166666666666667,11
1,1,4,3,0,0,0,1146,1,0,0,3.0,1.5,-6.5,10
1,0,5,3,1,1,0,1418,0,0,0,4.666666666666667,1.0,-0.5,18
1,1,8,7,1,0,0,307,0,0,0,2.2857142857142856,1.75,53.75,-12
1,0,8,5,1,0,0,803,0,0,0,3.2,1.5,1.0,12
1,1,4,1,1,1,0,2420,0,0,0,9.0,0.75,-7.75,48
0,1,1,5,0,0,0,-2976,1,1,0,0.4,13.0,10.0,-66
0,0,8,8,0,0,0,-451,0,0,0,2.0,1.5,0.666666666666667,-1
0,0,6,5,0,0,0,161,0,0,0,2.4,1.3333333333333333,1.5999999999999996,22
0,0,5,10,0,0,0,-3688,1,1,0,0.9,4.4,-66.0,-20
1,0,9,12,0,0,0,-653,0,0,0,1.3333333333333333,3.0,8.0,15
0,0,6,9,0,0,0,-2327,1,1,0,1.4444444444444444,2.3333333333333335,0.833333333333333,-84
0,1,10,6,0,0,0,1875,1,0,0,5.5,1.2,3.1,5
0,0,4,3,0,0,0,312,1,1,0,3.0,2.75,-1.2000000000000002,-32
0,1,7,3,1,0,0,989,0,0,0,4.0,0.7142857142857143,8.0,-32
1,1,5,3,0,1,0,414,1,0,0,4.0,1.0,-8.333333333333334,-29
1,0,10,12,1,0,0,416,0,0,0,2.1666666666666665,2.6,16.0,51
0,0,4,6,0,0,0,-869,1,0,0,1.6666666666666667,2.0,17.0,-34
1,0,4,6,1,0,0,-1031,0,0,0,1.0,3.25,-9.25,-7
0,1,7,8,0,1,0,-389,1,0,0,1.75,2.4285714285714284,-8.0,3
0,0,2,9,0,0,0,-3513,1,0,0,0.4444444444444444,7.5,-2.0,-10
1,0,6,2,0,1,0,2605,1,0,0,5.0,0.8333333333333334,1.7999999999999998,16
0,1,5,4,0,0,0,408,1,0,0,3.0,2.0,36.0,-43
0,0,3,9,1,0,0,-4140,0,0,0,0.8888888888888888,5.666666666666667,-30.333333333333332,-29
1,0,12,4,1,0,0,5020,0,0,0,7.0,0.8333333333333334,4.666666666666667,54
1,0,5,4,0,0,0,616,0,0,0,2.5,2.0,15.5,0
0,0,1,5,0,0,0,-2744,1,0,0,0.4,16.0,-2.0,-15
1,0,4,3,1,0,0,-249,0,1,0,4.0,1.5,6.5,-37
0,1,6,5,0,0,0,-29,1,0,0,2.0,1.5,-3.5,-10
1,1,7,4,0,0,0,1475,1,0,0,3.0,1.2857142857142858,-30.5,19
0,1,7,9,0,0,0,-2055,0,0,0,2.111111111111111,3.0,0.7999999999999998,-9
0,0,4,6,0,0,0,-1806,1,1,0,1.0,3.25,-3.25,-24
0,0,4,7,0,0,0,-2237,1,0,0,1.7142857142857142,4.75,1.4761904761904763,-39
1,0,7,4,0,0,0,1992,1,0,0,3.25,1.4285714285714286,2.666666666666667,22
1,0,4,2,0,0,0,1973,1,0,0,3.0,0.5,-3.166666666666667,15
1,1,4,5,0,0,0,463,0,0,0,1.6,2.5,-4.0,17
0,0,2,9,0,0,0,-4004,1,1,0,0.3333333333333333,9.0,-11.2,-48
1,1,6,8,1,0,0,-3077,0,1,1,2.0,2.1666666666666665,2.0,-60
0,0,4,7,1,0,0,-2542,0,0,0,1.0,4.25,-2.5,-43
1,0,4,5,1,0,0,-700,0,1,0,1.6,2.5,32.666666666666664,-6
0,0,10,12,0,0,0,-740,1,0,0,1.5,2.3,31.0,-18
0,0,6,10,0,0,0,-3222,1,0,0,1.3,3.5,-2.75,-67
1,1,13,4,1,0,0,6876,0,0,0,9.25,0.9230769230769231,39.25,82
1,1,7,4,1,1,0,2871,0,0,0,3.75,1.1428571428571428,7.666666666666667,33
